term,coef_logit,std_err,p_value,odds_ratio,or_ci_low,or_ci_high
Intercept,-1.192091234807203,0.6741566430339674,0.07701571036135307,0.3035857307265304,0.08098929810867002,1.1379811660683488
C(treatment)[T.T1],-0.34408050608926305,0.9434475289876137,0.7153312499776578,0.7088718572512522,0.1115549858608261,4.5044988901683745
C(treatment)[T.T2],-0.1049457057870059,0.9493263467744679,0.9119751381358768,0.9003734063246988,0.14006826816648757,5.787693968295244
C(treatment)[T.T3],-0.722202698445655,0.974825114953243,0.45878221010077014,0.4856812674876968,0.07187261782242771,3.2820050352312027
C(treatment)[T.T4],0.0025071679333659586,0.9216931350766628,0.9978296159076581,1.002510313507167,0.16463714024112655,6.104496999986041
C(treatment)[T.T5],-0.10494570578700464,0.949326346774424,0.9119751381358738,0.9003734063246999,0.14006826816649984,5.787693968294753
temp,-0.9710156315634191,1.409673537976332,0.4909346259552093,0.3786982248520644,0.023897635308728883,6.001110304571503
C(treatment)[T.T1]:temp,1.7204025304462611,1.8714515753345338,0.3579450772132302,5.586776859504345,0.1426098702283869,218.86336217758088
C(treatment)[T.T2]:temp,0.5247285289349987,1.9443540873523888,0.787258015655852,1.690000000000028,0.0373954783248534,76.37554399463055
C(treatment)[T.T3]:temp,2.4952957356572107,1.892643685058351,0.18736371713244637,12.12531887755121,0.29692197442825374,495.158225205139
C(treatment)[T.T4]:temp,0.9710156315634184,1.8649028697185195,0.6025904543073544,2.6406250000000444,0.06827620291624381,102.12782921128569
C(treatment)[T.T5]:temp,0.5247285289349963,1.944354087352366,0.7872580156558505,1.6900000000000241,0.03739547832485498,76.37554399462702
