term,coef_logit,std_err,p_value,odds_ratio,or_ci_low,or_ci_high
Intercept,1.578989077614545,0.24274734995670572,7.786908338619342e-11,4.850050307686905,3.0138076270257304,7.805072817573372
C(treatment)[T.T1],0.11044887544633102,0.2189162190451581,0.6138919531038021,1.1167792527517755,0.7271467870775454,1.7151913775062984
C(treatment)[T.T2],-0.017955136327470957,0.19380216401705758,0.9261842199835049,0.9822050966976639,0.6717914171400703,1.4360511720823594
C(treatment)[T.T3],0.3387511481078205,0.11856652660711865,0.004275910519834805,1.403194114250709,1.1122230452302213,1.7702867520248822
C(treatment)[T.T4],0.015673596544465193,0.14773683931729464,0.9155098965800633,1.0157970716147982,0.76041525366326,1.3569476489725147
C(treatment)[T.T5],0.05248992542060185,0.17675194061892702,0.7664898379743967,1.0538919445069816,0.745318318880784,1.4902199537569192
temp,-0.04267525358718938,0.054712559071783635,0.4353967114110092,0.9582225188709925,0.8607838345057475,1.0666910307379138
C(treatment)[T.T1]:temp,-0.06387931950941847,0.08032508115542222,0.42646230910129146,0.9381182052649651,0.8014629942836383,1.0980741136228973
C(treatment)[T.T2]:temp,0.07504049413032603,0.09399447333746558,0.42466737094281004,1.0779277997496692,0.8965612440919576,1.2959832349768485
C(treatment)[T.T3]:temp,-0.13917779482338755,0.07827640538644412,0.07539893256511712,0.8700733201731986,0.7463209455496882,1.0143458883090029
C(treatment)[T.T4]:temp,0.023950316975764475,0.07804020903906178,0.7589216658858876,1.0242394293140933,0.8789665006792254,1.1935226288498917
C(treatment)[T.T5]:temp,-0.19797716368711754,0.08993592458737797,0.02771383879384814,0.8203885875743885,0.6878038552024311,0.9785310587190805
