term,coef_logit,std_err,p_value,odds_ratio,or_ci_low,or_ci_high
Intercept,2.2455549837863504,0.21175283212646168,2.8366234323749503e-26,9.445656288156645,6.237125584971396,14.304734047519153
C(treatment)[T.T1],-0.2575919979954463,0.29040841326895145,0.37507939097717824,0.772910516824361,0.4374501651055915,1.3656199372413151
C(treatment)[T.T2],-0.16403170028853356,0.28996639658013956,0.5716031053922357,0.848715116939672,0.48077021929314107,1.498257006810816
C(treatment)[T.T3],-0.2794955738195561,0.2895522982551512,0.3344105849765584,0.7561650747308276,0.4286913519129351,1.3337932237056294
C(treatment)[T.T4],-0.3354413287858812,0.28603060355157983,0.24089756290808262,0.7150224567167603,0.4081741686393666,1.2525464688604082
C(treatment)[T.T5],-0.4429465359246823,0.2757344792038181,0.10818074060792537,0.6421415376735954,0.37404240143829015,1.1024037724606435
temp,-0.25547713662759053,0.4094296392676476,0.5326387463168739,0.7745468451110495,0.34716356903627205,1.7280696155327278
C(treatment)[T.T1]:temp,0.34770980321122513,0.5666649293210226,0.5394747815644776,1.4158213233166377,0.4662872314399005,4.298959706376691
C(treatment)[T.T2]:temp,-0.025902022722946894,0.5604708370427016,0.9631390818181969,0.9744305569845069,0.3248392406033466,2.92303019986605
C(treatment)[T.T3]:temp,0.3670571270464481,0.5652442132533639,0.5160941143485056,1.4434803785304553,0.4767221126433585,4.370755095980243
C(treatment)[T.T4]:temp,0.31276999906506475,0.5574244988227942,0.5747304531414575,1.3672070359653905,0.4585059461682524,4.0768393405029695
C(treatment)[T.T5]:temp,-0.16345768790629683,0.5319668220440017,0.7586375214507771,0.849202429774207,0.29935872992113943,2.4089652134894792
