treatment,temp,predicted_p_correct
T0,1.0,0.9036980138257387
T0,1.5,0.8983019861742445
T1,1.0,0.8910082868793683
T1,1.5,0.8849917131206132
T2,1.0,0.8822171051031633
T2,1.5,0.8757828948968149
T3,1.0,0.8968663537038795
T3,1.5,0.8911336462961028
T4,1.0,0.8763535961458557
T4,1.5,0.8696464038541211
T5,1.0,0.8538566443419318
T5,1.5,0.8461433556580356
