treatment,temp,predicted_p_correct
T0,1.0,0.9039999999999919
T0,1.5,0.8979999999999883
T1,1.0,0.899999999999994
T1,1.5,0.8759999999999911
T2,1.0,0.8839999999999929
T2,1.5,0.8739999999999931
T3,1.0,0.8979999999999941
T3,1.5,0.8899999999999932
T4,1.0,0.8719999999999944
T4,1.5,0.8739999999999941
T5,1.0,0.8459999999999936
T5,1.5,0.8539999999999937
