treatment,temp,predicted_p_correct
T0,0.2,0.9000565060522293
T0,0.5,0.8925936656990878
T0,0.7,0.8873498282486825
T1,0.2,0.8937581695999031
T1,0.5,0.8858846566358898
T1,0.7,0.8803571737642071
T2,0.2,0.9126348169431266
T2,0.5,0.9060131290780375
T2,0.7,0.9013520539788343
T3,0.2,0.912634816943127
T3,0.5,0.9060131290780379
T3,0.7,0.9013520539788347
T4,0.2,0.9000565060522291
T4,0.5,0.8925936656990877
T4,0.7,0.8873498282486824
T5,0.2,0.865339789974951
T5,0.5,0.855700239895942
T5,0.7,0.8489599701291085
