term,coef_logit,std_err,p_value,odds_ratio,or_ci_low,or_ci_high
Intercept,2.3916915350854286,0.48567864710734776,8.460568596439871e-07,10.931970123099171,4.21968882321742,28.321512741598493
C(treatment)[T.T1],-0.056363595826816604,0.6783554927301197,0.9337811048792117,0.9451954042999675,0.2500885155518178,3.572312588359017
C(treatment)[T.T2],0.21530542802880437,0.7133935066331883,0.7628010388404092,1.2402406433781825,0.3063748750485405,5.020636412314896
C(treatment)[T.T3],-0.10355582404221718,0.6925592949601698,0.8811383637828198,0.9016256889464267,0.23201064095921184,3.503843097916504
C(treatment)[T.T4],-0.279308878806574,0.671117572342526,0.6772748400923835,0.7563062601581686,0.20296954809077705,2.8181525974458577
C(treatment)[T.T5],-0.6535615403243538,0.6329664030774178,0.3018203950311473,0.5201897967116751,0.1504422949833018,1.798679185484166
temp,-0.559856430530578,0.9239067341364346,0.5445370703606953,0.5712910779182581,0.09341403947756385,3.4938377307555935
C(treatment)[T.T1]:temp,-0.024399130380242107,1.2899560163528114,0.9849091531567769,0.9758961222246307,0.07787012357678928,12.2302777705742
C(treatment)[T.T2]:temp,-0.13686383645608527,1.3510880370823204,0.9193131279820883,0.8720889647720412,0.061729311926618104,12.320551432377476
C(treatment)[T.T3]:temp,0.5287388577185029,1.3370593370291108,0.6925115087262862,1.6967910637417756,0.12345266905888695,23.321487789143024
C(treatment)[T.T4]:temp,0.5874587394367214,1.2966273705755833,0.6505006822162225,1.799409830933306,0.1417159032306977,22.84765270407604
C(treatment)[T.T5]:temp,0.6668244108726861,1.2224278910906234,0.5854153073407916,1.9480413090487547,0.177437959401189,21.386996077768
