term,coef_logit,std_err,p_value,odds_ratio,or_ci_low,or_ci_high
Intercept,1.6314298975611914,0.05775138740387884,1.4563406816059865e-175,5.111177956746285,4.564172277135291,5.7237410245009395
C(treatment)[T.T1],0.04648299639169448,0.06818542264513361,0.4954194497656782,1.047580266272577,0.9165300430962569,1.1973687306270533
C(treatment)[T.T2],0.05595191548894127,0.06829382717864435,0.4126254382140586,1.0575468308917189,0.9250532405440053,1.20901722248052
C(treatment)[T.T3],0.19788677860404236,0.07003513977029291,0.004720164688334242,1.2188243890104904,1.0624928630391681,1.3981579951488412
C(treatment)[T.T4],0.03941987753539018,0.06810517386078815,0.5627181572015093,1.0402071515853173,0.9102224459615282,1.1887543786796184
C(treatment)[T.T5],-0.14850477412637866,0.0661549701543361,0.024780880490941348,0.8619958918833496,0.757169215916282,0.9813353501496905
temp,-0.09512194497425833,0.03214001948785139,0.0030802803220808367,0.9092620477703216,0.8537504140062622,0.9683830987980224
